area,rooms,floor,year_of_construction,price
65,3,4,1952,153765
58,2,1,1995,109888
94,3,6,1983,165723
71,2,3,2006,142769
84,4,10,2011,186881
88,3,4,1986,169426
82,4,2,1983,145304
105,5,8,1968,327621
78,3,7,2019,165734
115,4,5,1973,245554
88,3,4,2002,162334
57,1,10,2009,106827
118,4,6,1988,263211
112,4,4,1950,381212
79,2,4,1975,161983
92,4,6,1967,241175
78,3,10,2004,181427
97,3,9,2015,191774
91,4,2,1961,243743
120,5,4,2002,304214
56,1,5,2022,79220
77,2,8,2008,119692
100,5,5,1955,308413
81,4,10,1963,195026
118,5,2,1969,359366
72,3,3,1972,136410
108,4,6,2001,263659
87,3,6,1996,204985
77,2,10,1971,147649
75,3,5,1963,155054
66,2,8,1966,117886
71,2,3,1972,122953
64,3,10,1991,150781
97,4,10,1971,203056
108,5,2,1999,216744
55,1,1,2020,70332
73,2,2,1964,169742
104,5,7,2010,277366
113,5,8,1956,370247
80,4,8,1990,196241
92,4,9,2012,201650
99,4,10,1999,214542
101,5,7,1970,230232
68,3,4,1976,137135
59,2,3,1988,95442
81,3,1,1959,177475
70,3,3,2018,129159
117,5,6,1962,293788
94,4,8,1960,257450
98,4,10,1965,253143
116,4,8,2020,205041
73,3,9,1973,166155
117,5,3,1960,399960
87,3,6,1992,166406
100,4,6,2009,206552
92,3,6,1976,169406
106,4,6,1956,270743
55,1,5,1973,86744
78,3,8,1963,224813
56,1,10,1997,78335
66,3,4,1973,127533
85,4,6,1983,156249
92,3,3,1992,208624
120,4,1,1981,203828
103,4,7,1988,228539
85,4,3,1997,157829
94,4,2,1988,167337
53,2,8,1994,88591
90,3,9,2004,173412
98,4,2,1970,193565
115,5,1,1984,249138
63,3,9,1967,158657
88,4,3,2005,209338
54,1,9,1954,119886
82,3,5,1964,218955
95,4,7,1965,258868
79,2,8,2010,136201
63,3,9,1959,185682
100,5,9,1965,296162
74,3,2,1958,228414
76,2,10,2004,122094
83,3,4,1954,219595
89,4,5,1964,222819
90,3,3,2020,196864
107,4,7,2002,248337
102,4,10,1988,176683
58,2,10,1975,117353
116,5,1,2006,195006
57,1,2,2005,76304
87,4,9,1993,156061
104,4,7,2014,226191
117,4,7,1955,350715
85,4,5,2022,213919
108,5,7,2003,203828
87,4,5,1988,205409
87,3,5,1999,153404
99,4,2,1999,254434
110,5,5,1966,343105
77,3,2,1977,131832
119,4,3,1961,328974
104,5,5,2011,206430
107,5,3,1984,199343
57,1,1,2000,77086
71,2,9,2017,106136
73,3,4,1970,177866
72,2,8,2015,147057
116,5,3,2000,274413
75,2,1,2020,117982
56,1,2,1960,105443
103,5,9,2020,238224
120,4,1,2012,215481
89,4,3,1974,204166
81,3,10,1970,207335
114,4,1,2020,200460
86,3,7,2007,164334
95,3,9,1963,200151
105,4,10,1950,354747
61,2,1,1985,93704
118,4,9,2008,239886
98,4,1,1962,260776
54,2,7,1983,82150
111,5,3,1991,245450
80,3,10,2012,148848
58,1,6,2015,89160
114,4,4,1982,283997
115,5,7,2006,261676
112,4,4,1979,193037
77,3,4,2016,166065
83,3,4,1980,153955
67,2,2,2020,106552
120,4,8,1993,241133
78,3,2,2018,143835
69,2,10,1998,140695
116,5,10,1990,311193
86,3,6,1956,259533
52,2,4,2002,88694
61,3,8,1985,109374
73,2,5,1982,140276
68,3,3,2018,122090
77,2,6,1962,171462
59,1,4,1986,95494
93,4,9,1988,168505
106,5,5,1954,379432
65,2,10,2003,122550
61,2,2,1960,152794
86,3,2,2007,190936
56,1,10,2013,97366
114,5,8,2017,272203
88,3,6,1996,199196
78,3,8,2017,125708
51,2,10,2019,102536
50,2,7,2008,77597
62,2,3,2002,107393
83,4,9,2007,204004
70,3,7,1987,113463
69,2,3,1963,183796
67,2,3,2018,138228
95,3,3,1967,217149
110,5,2,1962,313498
75,3,4,2001,135743
65,3,7,1990,131150
76,3,1,1996,142125
119,4,3,1994,303360
72,3,1,1950,173065
110,5,2,2012,274936
83,4,3,2007,202392
51,2,3,2003,106033
56,2,6,1975,88818
100,5,1,1973,198344
82,4,2,2007,179019
112,5,8,1971,287780
107,4,7,1999,211549
52,1,1,1991,68536
110,4,5,1978,243432
59,2,6,2021,93815
78,2,10,2008,133513
108,4,6,1982,230674
100,4,9,1989,206424
88,3,1,2013,149242
100,5,1,2010,192060
114,4,6,2007,254899
84,3,3,2013,156740
70,2,10,2014,104587
56,2,7,2012,112258
98,4,7,1959,228488
63,2,1,1988,84937
65,2,1,1990,126560
88,3,1,1988,180086
91,3,2,1994,172069
75,3,8,2022,119779
103,4,1,1958,271894
66,2,7,2008,136998
113,4,8,1960,345858
63,3,8,2007,131711
62,2,9,1965,148043
115,5,7,1957,333186
113,4,10,1983,228664
93,4,5,2017,165334
51,2,5,2002,101011
113,4,2,2014,250130
111,5,3,1989,284685
116,5,3,1974,242467
96,4,2,1988,187548
50,2,8,2009,106065
53,2,10,1996,94948
66,2,7,1977,123415
58,2,9,2004,95871
51,2,6,1991,77250
101,4,7,2013,219424
68,3,6,1957,209977
69,2,7,1998,124445
90,3,1,1984,171365
98,4,1,1997,173983
59,1,9,1957,146674
60,2,1,1980,113854
108,5,8,2012,262573
105,4,2,1974,233638
105,4,4,1977,262513
109,5,5,1992,206133
66,2,10,1992,143622
57,1,10,1990,90483
84,3,7,1965,168443
60,3,10,2013,112554
92,4,3,2013,192111
79,3,1,1955,187076
102,5,8,1988,275049
73,3,1,1983,153436
82,3,3,2011,168449
101,4,2,2001,237606
108,4,1,1970,206442
84,4,8,2007,171480
84,3,3,1997,140492
87,3,4,2008,187895
118,4,8,2007,302179
83,3,10,1957,261635
111,5,3,1952,313243
52,1,2,1993,88472
85,4,1,1959,252488
93,4,2,2013,200256
103,5,8,1972,296524
118,4,1,2004,264756
111,4,7,1967,315060
101,5,7,2022,253740
65,3,5,1999,107298
105,4,5,1981,244552
61,2,2,1954,151204
78,2,4,1970,185721
105,5,6,2002,246490
96,3,10,1978,194827
120,5,2,1953,344745
112,4,6,1984,242087
89,4,9,1986,211503
91,3,6,1950,237584
112,4,2,1950,387386
117,5,5,2014,304272
101,4,5,1957,256753
107,4,6,2019,202356
56,1,10,1985,76538
89,3,10,1991,169505
107,5,8,1982,224913
108,5,6,2018,291730
52,1,10,2021,97445
91,3,1,2008,166046
112,5,8,1951,452955
77,3,9,2002,138313
95,3,7,2015,191045
120,5,6,1998,300022
95,4,4,1975,226851
109,4,9,2015,238135
77,3,5,1999,173751
92,4,4,1980,168601
59,1,9,1968,124446
56,1,5,1999,87131
113,4,1,1988,215534
116,5,4,1968,337858
100,4,3,1983,173073
109,5,2,1961,280532
59,2,8,1966,141134
52,2,6,1998,83369
65,3,10,1956,156067
106,4,7,2015,238257
97,4,1,1955,228742
90,4,6,1951,258444
80,4,9,1965,200714
72,3,2,1981,143225
61,3,8,1972,136873
99,4,5,1999,190666
90,3,9,1972,172650
108,5,6,1994,244386
120,5,1,1952,371234
51,2,6,2015,104678
96,4,6,1976,196018
120,5,3,1953,330996
54,1,4,2018,72047
78,2,6,1988,113437
53,1,6,1968,98062
51,1,1,1951,110377
116,4,2,1969,332650
113,5,3,2012,285687
78,2,5,1964,178458
114,4,1,2006,253708
98,4,2,1976,178283
88,3,10,2018,169527
103,5,8,1989,243849
52,1,2,1954,114364
69,2,3,2017,109347
106,4,1,1963,296652
66,3,7,2012,132325
89,3,5,1990,169110
55,2,2,1985,102826
99,3,1,1952,263433
90,3,9,1961,259404
62,2,5,2020,96198
114,5,4,1996,270426
85,3,9,2005,162143
53,2,1,1966,123203
101,4,1,1997,172850
110,5,5,2022,216677
85,4,9,2022,213615
70,3,3,2009,145224
90,3,5,1998,185580
102,4,6,1992,233681
118,4,9,1973,226781
73,3,6,1984,162825
70,3,2,1980,151341
59,2,5,1983,114585
105,4,8,1988,191411
56,2,1,1962,116336
105,4,8,1980,249347
52,2,7,1985,102885
71,3,10,1998,116161
111,5,6,2001,258595
120,5,5,1981,332131
74,2,4,1959,193488
75,3,1,1966,154565
69,2,2,1979,126337
102,5,8,2012,255744
93,4,8,1970,240147
92,4,5,1952,339249
51,2,3,1989,78241
57,1,6,1956,139686
84,4,6,1978,156934
96,4,7,1951,286420
56,1,9,1980,107752
82,3,6,2014,178365
101,5,7,1963,301183
114,4,4,2021,238714
93,3,9,1984,151946
95,3,5,1977,162934
81,3,4,1981,140926
105,4,10,2008,227990
78,2,1,1974,107507
55,2,9,1973,104718
101,5,2,1994,261765
81,4,10,1962,230085
66,2,3,2001,97211
108,5,3,1965,303097
83,3,3,1953,204458
58,2,5,2001,93376
116,4,9,2007,263263
82,3,4,1952,239551
85,4,3,2001,209808
108,4,6,1960,305138
59,1,6,2008,108152
119,5,3,1955,396721
52,1,2,2018,82575
85,3,8,1957,245562
111,5,9,1981,299437
92,3,4,2020,189867
54,1,9,1972,105599
108,5,4,1954,391356
92,4,2,2013,231145
50,1,5,1970,105291
65,3,5,1965,176929
74,2,3,2004,120778
58,2,7,1965,129478
99,4,4,2009,207699
66,2,9,1974,146566
85,4,1,2014,145853
79,3,3,2017,142888
58,1,4,2017,103887
81,3,3,1980,182736
65,2,2,1964,162548
86,3,10,1999,149442
53,2,7,1971,108545
77,3,2,2002,158243
110,4,8,1988,274366
76,2,9,1982,140028
93,4,2,2006,223029
54,1,5,2010,99716
107,5,6,1977,227242
68,3,8,1993,144748
80,3,6,1976,133621
62,3,3,1970,147818
76,2,4,2013,153331
64,3,9,2009,127533
60,2,4,1991,117699
119,4,9,2010,265698
98,3,10,1972,185756
71,2,1,1976,121949
90,3,2,2017,174774
119,5,2,2017,270146
70,3,5,1955,157805
51,2,10,1969,106703
75,3,3,2009,141533
104,4,7,1977,253192
104,4,8,1967,288965
93,3,9,1960,269231
82,4,10,1973,206333
104,5,10,1955,289270
69,2,9,1992,137343
70,2,8,1977,144437
99,3,5,2019,201094
116,5,6,1994,257792
102,5,6,1964,317447
53,1,1,1993,95172
111,4,1,1971,262924
110,5,7,1972,286753
90,3,9,1975,161300
56,2,10,1991,95986
101,4,4,1990,194361
72,2,7,1988,138346
70,2,4,2016,109195
103,4,10,1978,231388
99,3,2,2018,180032
86,3,8,1967,206040
75,2,4,1966,154983
75,2,7,1982,159929
61,2,1,2011,112760
119,5,7,1977,319616
74,2,4,2007,130996
89,3,3,2002,208620
84,3,10,1964,184090
52,1,9,1951,129735
113,5,3,1979,301306
97,3,9,1951,282294
67,3,7,1952,208173
102,4,4,1981,257086
86,4,10,1995,191074
66,2,9,1968,146899
93,3,5,2008,177060
69,2,3,1993,100322
65,2,6,1984,96677
77,2,10,1996,153931
54,1,2,1991,100161
87,3,10,1995,187226
60,2,2,1955,157577
64,3,1,1984,126680
61,2,9,2016,109309
76,2,8,1971,148524
91,3,10,1993,149534
110,5,2,1952,358199
90,4,5,1970,225407
101,4,8,1977,191271
96,4,9,2011,218860
106,4,10,2011,261374
91,4,5,1971,207885
83,3,4,1965,222170
68,2,9,1962,172056
76,2,6,2009,162581
102,4,2,1992,175386
110,5,3,2010,255784
101,4,7,2016,217684
108,4,4,2019,252315
62,2,4,1996,91010
87,3,4,1970,155622
76,2,2,1989,131772
115,4,3,1982,218186
113,5,4,1973,228866
115,5,3,1975,253709
65,2,9,1953,149008
118,5,2,1960,297792
72,2,4,2017,107972
72,3,3,1961,161723
74,2,6,1999,122818
80,3,7,2004,147632
116,4,9,1998,276715
67,2,3,1952,172208
57,1,3,1954,150390
69,3,10,1967,126875
115,5,5,1968,318309
54,1,10,1964,113999
110,4,3,1980,241153
97,4,9,1992,180694
85,4,2,1995,170180
53,1,7,1971,104877
61,2,7,2014,130279
58,2,9,2004,86093
90,4,10,1975,221105
70,3,8,1967,177905
93,4,1,1979,166290
103,4,1,1951,293029
54,1,1,1984,79287
63,3,5,1969,149437
93,3,2,2009,154290
120,4,3,2020,269562
110,5,10,2001,205744
120,5,5,1980,324735
119,4,1,2003,238725
70,2,9,1982,128753
96,4,10,2002,164876
101,4,5,1950,309094
91,3,8,1962,257633
97,3,4,2006,218047
118,4,7,1972,302204
77,3,10,1984,122199
91,3,3,1985,171254
108,5,3,2000,219086
66,2,1,2018,121055
84,3,2,1976,144096
88,4,5,1986,207698
86,4,3,1969,177474
52,1,3,1966,92716
82,3,8,1982,161775
110,5,3,1968,267562
98,4,8,1999,239921
68,2,6,2015,146872
65,2,2,2021,95751
98,3,8,1969,239405
79,3,6,1952,244029
55,2,2,2015,117973
106,4,9,1976,244746
66,2,10,2015,131286
90,4,4,1992,194032
102,4,6,1988,185851
55,1,8,1991,98060
57,1,7,1999,86712
57,1,9,1980,95595
110,4,8,1980,229831
55,1,2,2005,81688
80,3,4,1987,186232
89,4,2,1983,173413
117,5,4,1975,269193
100,5,2,1969,248973
82,3,7,2011,137069
90,3,9,1969,184133
54,2,6,1999,116873
83,4,6,2005,168990
114,4,10,2021,225648
74,2,1,1985,106487
118,5,7,2011,225366
66,3,7,1954,150997
86,3,7,2015,168192
57,2,2,1973,122946
75,2,10,1989,134148
76,3,10,1997,131903
96,4,1,2021,220482
81,4,9,1988,163035
72,3,7,1968,185446
57,2,2,1965,118154
64,2,7,1965,154223
72,3,6,1965,146357
54,1,10,1993,90114
110,4,3,2021,272950
56,1,9,1973,97838
92,3,1,1973,196799
120,4,9,1994,264156
102,4,2,1955,265613
59,2,4,2017,118761
89,3,6,2005,143222
98,3,8,1975,210975
90,4,2,1981,182037
115,5,10,2018,271847
112,5,5,2008,243862
103,5,10,1955,293318
67,3,2,2009,155845
108,4,6,1960,350347
103,4,1,1977,191909
79,2,5,2022,126649
66,2,6,2015,126237
58,1,9,1966,130109
91,3,4,1985,160176
63,3,6,1968,128307
90,4,6,1994,224747
85,4,2,1951,318672
116,5,8,2005,255756
64,2,2,2010,138359
111,5,9,2014,284367
103,4,3,1993,205865
51,1,10,2007,72866
70,3,10,1975,127927
104,5,3,1964,278609
75,3,10,1968,155932
62,3,10,1988,120533
59,2,10,1997,125454
57,2,1,1957,139143
119,4,4,1956,323780
56,1,7,1988,105714
110,5,1,2017,211396
96,4,5,2005,177844
91,3,1,1992,132194
51,2,10,1987,94087
99,4,6,1988,173412
81,3,8,1983,140945
112,5,7,1988,209044
77,3,7,1979,158885
77,2,1,1957,165503
63,3,8,2003,136393
69,2,4,1964,163393
95,4,8,1954,263881
110,4,10,1983,222997
107,5,1,1990,230139
50,2,7,1964,121144
101,4,5,2020,184460
60,3,9,1982,96793
98,4,1,1970,224830
78,2,9,1960,162789
94,4,5,1996,190637
97,3,3,1956,300172
66,2,10,1996,138502
96,4,8,2013,239605
112,5,5,2017,219740
55,1,10,1994,82886
57,1,3,1993,85771
116,5,3,1960,293502
111,5,5,1993,290717
84,3,2,1996,158951
85,3,3,1952,237608
67,3,4,2018,118692
88,4,10,2016,176181
54,2,1,1975,72628
58,2,2,1998,95171
90,4,6,1999,161435
89,3,1,1974,136341
72,3,2,2007,122209
59,2,10,1951,131797
98,3,7,1961,281127
107,5,6,1987,279885
69,3,4,2019,154909
82,3,5,1952,254213
58,1,1,1959,115204
59,1,8,1971,97606
108,5,6,1952,433620
119,4,9,1970,260977
66,3,5,2010,138566
118,5,2,1995,293787
83,3,6,2020,145067
120,4,4,1958,397275
55,2,3,2021,100192
56,2,10,2015,93881
85,3,2,1986,197045
98,3,2,1977,227382
92,3,2,2007,200591
51,1,4,1985,69125
58,1,8,2004,81550
105,4,6,1951,312171
57,2,6,1982,115000
102,4,9,1960,245659
52,2,7,2022,87092
75,3,7,1960,206946
77,3,8,1985,137555
53,2,2,1963,110453
73,2,2,2004,125458
76,3,8,2007,123820
99,4,1,1980,200969
68,2,5,1983,139316
83,4,1,2001,157024
65,3,2,2013,109168
50,2,9,1978,96833
73,3,3,1958,156421
101,5,2,1998,255286
116,5,1,2011,217860
65,3,7,1988,147046
85,4,8,1983,192787
70,2,10,1950,212343
108,4,4,1961,334174
56,1,3,1967,100052
89,3,8,1994,158643
72,2,10,1993,112098
72,2,3,1975,154340
85,4,7,1957,283260
84,4,7,1993,156504
120,5,7,2011,327890
83,4,4,2020,198267
104,5,4,1982,255215
71,3,5,1982,141759
119,4,1,1975,220179
111,5,2,1988,232974
61,2,1,1952,156434
112,4,6,1983,279723
108,4,4,1961,333195
58,1,6,2010,86808
92,3,4,2020,180200
77,2,8,1979,147372
84,4,2,2007,173770
117,4,1,1975,213054
103,4,1,1956,238898
75,3,7,1972,145069
81,3,3,1989,154895
55,1,2,2004,73568
99,4,4,2017,198802
52,1,1,1959,96690
93,3,2,1954,259467
94,4,6,1954,264014
78,2,4,1966,137071
86,4,6,1983,187518
56,2,9,1987,101953
61,3,7,2016,143886
107,5,7,1985,290830
95,3,6,1967,179344
65,3,8,1997,115470
77,3,10,1993,158088
62,2,1,2018,90379
71,2,8,1990,103409
119,5,10,1984,301143
70,2,7,1993,129003
54,1,9,1973,84626
64,3,4,1978,111347
114,5,7,1961,321400
55,1,6,2004,103394
89,3,7,2012,143818
51,2,3,1952,150205
51,1,8,2020,72088
55,1,10,1988,84006
117,4,5,1990,282168
106,5,10,1994,253576
75,3,9,2014,121106
85,3,2,1963,232642
113,5,8,1977,297118
89,4,9,1964,272942
50,2,7,1979,88441
83,4,7,1978,204269
108,4,2,1978,270258
72,3,3,2005,127184
51,1,7,1979,67343
99,4,3,1964,283395
106,5,10,1981,213828
55,1,1,1967,102950
66,3,2,1989,111763
66,3,10,1953,172737
75,2,4,1958,196669
57,2,2,1999,120112
115,5,9,1973,301133
90,4,9,2015,167135
110,4,9,1994,261025
112,4,1,1995,256635
51,1,1,1965,108732
91,3,4,1995,199765
71,2,8,1986,124099
78,3,4,2016,179526
104,5,7,1967,307192
114,5,8,1988,251182
99,4,2,1989,171537
90,4,10,1973,229213
85,3,6,1966,202190
74,2,9,2005,117283
61,3,8,2006,140448
53,1,8,1992,90844
91,3,7,1988,146313
52,1,10,1982,102328
73,3,3,1958,212303
105,5,8,1961,268094
67,3,6,1991,156818
65,3,8,1969,144575
52,2,5,1960,131842
118,4,9,2012,289245
120,5,1,1977,269667
73,3,6,1999,153747
81,3,2,2003,138036
84,4,3,1978,204329
99,3,10,1979,217877
118,4,7,2009,264858
106,4,3,2007,226851
50,1,6,2006,78700
92,3,6,2009,164151
111,5,9,1957,357601
86,3,3,1988,178772
97,3,2,1965,227989
66,2,7,2018,127733
101,5,5,1973,241637
103,4,10,1952,279851
81,4,6,1988,146546
88,4,2,2010,181585
94,3,5,1994,181246
65,2,3,1988,132724
102,5,3,1966,235059
84,4,2,1978,210752
63,2,5,2021,106464
119,4,1,1953,301731
119,5,6,1975,306722
84,4,7,1953,238854
104,5,5,1990,239687
104,5,10,2016,233532
115,5,7,2008,271506
62,3,4,1960,157292
82,4,6,1999,196511
114,4,2,1959,373100
102,5,10,1955,359176
87,3,1,1999,153647
51,1,1,1982,91689
93,4,2,1988,202163
50,2,4,1967,114632
67,2,2,1988,144632
54,1,3,1965,126046
57,1,10,1972,88599
76,2,9,2018,151448
108,4,3,1958,284181
86,4,7,2001,187680
119,4,10,2005,248350
80,4,8,2005,162810
101,5,4,1966,262410
120,4,7,1964,317667
92,3,4,1957,283818
88,4,8,1980,217517
92,4,7,1951,279255
88,4,9,1988,172913
102,5,7,2007,239250
75,3,7,1961,188627
88,4,4,1988,161567
64,2,8,1953,180102
95,3,3,1956,267779
113,4,2,1987,240748
51,2,7,2020,96461
59,2,9,2007,89505
80,3,3,2017,159916
86,3,3,1962,208319
109,5,9,2015,287541
95,4,2,1987,202563
76,2,9,1968,177744
72,2,1,2016,135134
107,4,3,1980,248890
110,4,5,1994,231025
69,2,3,1998,112390
90,4,9,2005,172491
58,1,10,1954,122737
72,2,5,1965,148663
81,3,8,1964,180477
107,4,4,1963,251514
87,4,4,1996,150793
117,4,3,2015,204860
51,2,5,2018,82041
92,3,7,2021,160410
109,5,3,1973,221909
75,2,7,2015,109082
103,4,6,1978,239498
87,4,9,1960,252111
57,2,5,1984,98714
77,3,10,2002,175737
107,5,5,1954,405307
51,1,5,1980,71945
113,5,8,1963,333214
62,2,1,1989,93671
88,3,6,1981,160604
53,2,10,1984,106471
100,5,10,1957,269526
111,4,6,1994,241990
73,3,2,1968,150510
54,1,6,1950,160312
73,2,3,2014,134000
52,1,7,1978,100478
105,4,7,2007,233469
97,4,9,1976,240216
91,3,8,1965,180340
84,3,10,1959,227945
76,2,1,1975,106381
81,4,4,1988,143382
57,1,10,2007,83314
98,3,3,2008,212502
75,3,6,1974,166109
117,4,9,2013,216034
96,3,4,2005,180332
112,5,3,1975,255502
80,3,9,1993,133503
86,3,5,1957,261801
60,3,9,1958,159189
99,3,4,1989,165613
71,2,1,1989,108890
69,3,1,1999,113060
93,4,8,1979,183631
62,2,6,1974,137047
90,4,5,1958,288202
60,2,6,1992,87281
80,3,4,1970,150074
116,4,5,1992,202950
93,3,9,2005,186004
101,4,6,1952,350258
106,5,8,1955,321084
117,4,2,2014,201071
62,3,9,2011,109301
79,2,5,1998,120182
68,3,7,2018,144038
71,3,8,1976,144739
52,1,3,1991,88106
104,5,2,1956,284583
67,2,1,1999,110462
66,3,3,2018,141117
73,2,4,2011,123518
100,5,6,1987,190985
77,2,3,1993,126346
66,3,10,1961,190531
85,4,4,1991,147802
108,5,2,1986,228114
78,3,5,1961,202270
71,3,9,1953,234829
77,2,7,1960,195973
115,5,9,2006,266059
105,4,2,1977,251933
87,4,10,1961,281846
102,4,8,1989,225405
58,1,2,2021,103371
66,2,9,1987,101621
89,3,10,1972,209556
110,4,10,1989,239922
51,2,4,1981,92606
53,1,2,1964,95782
65,3,7,1991,109830
84,4,5,2018,189952
69,3,6,1982,154428
75,3,8,1993,125959
93,3,3,2007,182012
81,3,9,1999,134126
61,3,5,1962,166949
64,2,4,1971,108240
96,4,7,1957,245569
71,2,5,1986,116924
81,4,8,2003,177484
105,4,9,1964,221075
95,3,4,1992,177254
108,4,5,1991,196010
92,4,8,1980,180109
94,4,5,1978,171353
72,2,2,1979,112812
95,4,2,1956,238251
95,4,5,2005,240120
120,5,10,1957,406623
108,5,10,2015,200381
111,4,9,2009,243718
54,2,1,2003,75726
54,2,1,2004,100283
66,3,10,2021,153450
58,1,9,1960,139299
100,4,9,2019,192239
81,4,5,1995,184484
96,3,5,1993,171005
77,3,6,1956,214169
60,3,1,1955,142655
81,4,7,2021,164589
78,3,3,1969,142368
78,3,10,1967,178238
53,1,8,1969,93220
60,3,2,1979,121393
63,3,8,1989,126742
88,4,3,1992,199792
117,5,10,1992,292131
105,5,3,2014,240641
89,3,4,2013,208191
73,2,8,2017,126482
85,4,10,2002,213122
113,4,6,2000,274116
90,4,4,1950,346082
73,2,10,2004,115104
107,5,9,1951,323553
52,1,7,2014,80284
85,4,1,1952,284820
73,3,2,1952,252097
107,5,3,2021,252394
53,1,1,2012,73998
102,5,4,1962,265898
115,4,1,2020,193790
61,2,4,1980,90614
51,2,1,1965,112257
118,4,10,2006,275864
67,3,8,1952,158379
61,3,5,2022,114479
90,4,6,1980,205816
98,4,9,2012,201218
66,3,4,2000,122719
50,1,2,1953,115423
100,5,2,2008,203825
57,2,9,1963,140684
95,3,5,1959,259838
105,4,1,2022,171022
91,4,8,1951,231867
62,3,6,2019,146277
117,5,5,2013,232618
59,2,4,1962,145528
118,4,1,1963,244759
50,1,5,2000,92869
54,1,6,2018,99985
84,4,10,1973,174124
110,5,7,2016,263517
104,5,5,1994,246569
96,3,5,1979,157670
116,4,8,2008,239412
113,5,5,1998,255404
60,3,2,1967,122244
73,3,1,1973,112971
55,2,2,2017,87353
73,2,5,1994,125795
73,3,5,1962,149785
82,3,10,1989,133295
63,3,6,2007,99858
78,2,4,1980,168878
68,2,7,2000,108900
54,1,3,2007,92376
114,4,2,2005,239822
76,3,10,1961,201894
67,3,2,2011,148372
115,5,9,1982,225023
76,2,1,1975,116415
82,3,4,1966,225162
53,2,3,2009,106001
67,3,3,1964,183428
51,2,5,1998,99314
80,3,1,1974,174366
80,3,3,1962,169037
94,3,6,1979,210624
118,5,9,2011,248416
51,2,5,1974,92615
51,1,3,1972,101265
57,2,8,1994,97186
115,5,7,1967,301514
88,4,2,2021,154425
112,4,9,1983,249618
116,5,1,1965,288056
96,3,8,1966,234628
80,3,1,2014,154237
101,5,3,1998,208792
105,4,10,2008,264106
77,2,5,2006,113312
120,4,3,2004,245624
103,4,5,1963,296602
120,5,2,1956,451774
65,3,10,1994,109498
79,3,2,1953,197660
87,4,3,2022,213141
83,4,4,2004,191284
90,4,2,1984,222989
104,4,4,2006,206571
99,3,8,1989,176697
59,2,6,2021,107527
103,4,2,1985,240631
80,4,6,1997,178090
69,2,1,1975,116615
119,5,1,1962,365581
118,5,3,1964,311528
74,2,1,1997,101024
58,2,4,1989,92407
52,2,3,1958,134917
65,2,1,1980,111420
91,4,8,1968,258672
104,4,4,1957,280974
82,4,5,1994,173685
93,3,6,1990,185086
50,2,4,1992,99430
110,4,3,1983,231603
78,3,10,1992,174117
57,1,2,1984,75807
110,5,1,1972,287157
54,2,8,1986,97222
